Program Version:,EnergyPlus, Version 23.2.0-7636e6b3e9, YMD=2024.02.20 23:20
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,GREEN STUDIO (01-01:31-12) ** Tampa International Ap FL USA TMY3 WMO#=722110

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over         0.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,0.00,0.00,0.00
,Net Site Energy,0.00,0.00,0.00
,Total Source Energy,0.00,0.00,0.00
,Net Source Energy,0.00,0.00,0.00


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,10200.00
,Net Conditioned Building Area,9946.10
,Unconditioned Building Area,253.90


End Uses

,,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Gasoline [kWh],Diesel [kWh],Coal [kWh],Fuel Oil No 1 [kWh],Fuel Oil No 2 [kWh],Propane [kWh],Other Fuel 1 [kWh],Other Fuel 2 [kWh],District Cooling [kWh],District Heating Water [kWh],District Heating Steam [kWh],Water [m3]
,3FXOFFICEXAC1:OFFICE FAN COIL UNIT SUPPLY FAN,Fan:ConstantVolume,0.70,100.00,0.91,130.52,142.86,1.00,3.52,General,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 2 AHU EXTRACT FAN,Fan:VariableVolume,0.99,1500.00,2.73,4133.64,1515.15,1.00,1.91,General,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 2 AHU SUPPLY FAN,Fan:VariableVolume,0.99,1500.00,2.73,4133.64,1515.15,1.00,1.91,General,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,N/A,Yes,0.90,1.00,N/A
,AIR LOOP AHU EXTRACT FAN,Fan:VariableVolume,0.99,1500.00,3.14,4764.57,1515.15,1.00,1.89,General,,,N/A,Yes,0.90,1.00,N/A
,AIR LOOP AHU SUPPLY FAN,Fan:VariableVolume,0.99,1500.00,3.14,4764.57,1515.15,1.00,1.89,General,,,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 3 AHU EXTRACT FAN,Fan:VariableVolume,0.99,1500.00,3.31,5009.99,1515.15,1.00,1.89,General,,,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 3 AHU SUPPLY FAN,Fan:VariableVolume,0.99,1500.00,3.31,5009.99,1515.15,1.00,1.89,General,,,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 4 AHU EXTRACT FAN,Fan:VariableVolume,0.99,1500.00,3.49,5290.16,1515.15,1.00,1.88,General,,,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 4 AHU SUPPLY FAN,Fan:VariableVolume,0.99,1500.00,3.49,5290.16,1515.15,1.00,1.88,General,,,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 5 AHU EXTRACT FAN,Fan:VariableVolume,0.99,1500.00,2.37,3584.13,1515.15,1.00,1.93,General,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 16:00:00,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 5 AHU SUPPLY FAN,Fan:VariableVolume,0.99,1500.00,2.37,3584.13,1515.15,1.00,1.93,General,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 16:00:00,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 6 AHU EXTRACT FAN,Fan:VariableVolume,0.99,1500.00,3.28,4973.58,1515.15,1.00,1.89,General,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,N/A,Yes,0.90,1.00,N/A
,AIR LOOP 6 AHU SUPPLY FAN,Fan:VariableVolume,0.99,1500.00,3.28,4973.58,1515.15,1.00,1.89,General,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,N/A,Yes,0.90,1.00,N/A


Pumps

,,Type,Control,Head [pa],Water Flow [m3/s],Electricity Rate [W],Power Per Water Flow Rate [W-s/m3],Motor Efficiency [W/W],End Use Subcategory,Is Autosized,Plantloop Name,Plantloop Branch Name
,CHW LOOP SUPPLY PUMP,Pump:VariableSpeed,Continuous,200000.00,0.102347,29158.55,284900.28,0.90,General,Yes,CHW LOOP,CHW LOOP SUPPLY SIDE INLET BRANCH
,DHW LOOP SUPPLY PUMP,Pump:VariableSpeed,Intermittent,20000.00,0.031802,906.04,28490.03,0.90,General,Yes,DHW LOOP,DHW LOOP SUPPLY SIDE INLET BRANCH
,CONDENSER LOOP SUPPLY PUMP,Pump:VariableSpeed,Continuous,150000.00,0.090834,19409.04,213675.21,0.90,General,Yes,CONDENSER LOOP,CONDENSER LOOP SUPPLY SIDE INLET BRANCH


Service Water Heating

,,Type,Storage Volume [m3],Input [W],Thermal Efficiency [W/W],Recovery Efficiency [W/W],Energy Factor
,DHW LOOP WATER HEATER,WaterHeater:Mixed,68.69,5651008.34,0.90,0.00,0.00


Chillers

,,Type,Reference Capacity[W],TypeReference Efficiency [W/W],Rated Capacity [W],Rated Efficiency [W/W],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h],Minimum Part Load Ratio,Fuel Type,Rated Entering Condenser Temperature [C],Rated Leaving Evaporator Temperature [C],Reference Entering Condenser Temperature [C],Reference Leaving Evaporator Temperature [C],Design Size Reference Chilled Water Flow Rate [kg/s],Design Size Reference Condenser Fluid Flow Rate [kg/s],Plantloop Name,Plantloop Branch Name,Condenser Loop Name,Condenser Loop Branch Name,Heat Recovery Plantloop Name,Heat Recovery Plantloop Branch Name,Recovery Relative Capacity Fraction
,CHILLER,Chiller:ConstantCOP,525091.84,5.00,525091.84,5.00,N/A,N/A,0.00,Electricity,29.44,6.67,29.44,6.67,-0.10E+09,-99988800.10,CHW LOOP,CHILLER CHW LOOP SUPPLY SIDE BRANCH,CONDENSER LOOP,CHILLER CONDENSER LOOP DEMAND SIDE BRANCH,N/A,N/A,N/A
,CHILLER 1,Chiller:ConstantCOP,525091.84,5.00,525091.84,5.00,N/A,N/A,0.00,Electricity,29.44,6.67,29.44,6.67,-0.10E+09,-99988800.10,CHW LOOP,CHILLER 1 CHW LOOP SUPPLY SIDE BRANCH,CONDENSER LOOP,CHILLER 1 CONDENSER LOOP DEMAND SIDE BRANCH,N/A,N/A,N/A
,CHILLER 2,Chiller:ConstantCOP,525091.84,5.00,525091.84,5.00,N/A,N/A,0.00,Electricity,29.44,6.67,29.44,6.67,-0.10E+09,-99988800.10,CHW LOOP,CHILLER 2 CHW LOOP SUPPLY SIDE BRANCH,CONDENSER LOOP,CHILLER 2 CONDENSER LOOP DEMAND SIDE BRANCH,N/A,N/A,N/A


Boilers

,,Type,Reference Capacity [W],Reference Efficiency[W/W],Rated Capacity [W],Rated Efficiency [W/W],Minimum Part Load Ratio,Fuel Type,Parasitic Electric Load [W],Plantloop Name,Plantloop Branch Name
,None,,,,,,,,,,


Cooling Towers and Fluid Coolers

,,Type,Fluid Type,Range [C],Approach [C],Design Fan Power [W],Design Inlet Air Wet-Bulb Temperature [C],Design Water Flow Rate [m3/s],Leaving Water Setpoint Temperature [C],Condenser Loop Name,Condenser Loop Branch Name
,None,,,,,,,,,,


PlantLoop or CondenserLoop

,,Type,Provides Heating,Provides Cooling,Maximum Loop Flow Rate [m3/s],Minimum Loop Flow Rate [m3/s]
,CHW LOOP,PlantLoop,Yes,Yes,0.10,0.00
,DHW LOOP,PlantLoop,Yes,Yes,0.03,0.00
,CONDENSER LOOP,CondenserLoop,Yes,Yes,0.09,0.00


Air Terminals

,,Zone Name,Minimum Flow [m3/s],Minimum Outdoor Flow [m3/s],Supply Cooling Setpoint [C],Supply Heating Setpoint [C],Heating Capacity [W],Cooling Capacity [W]
,,5FXLABXRESTROOM1:LAB,0.07,0.14,14.00,50.00,0.00,4060.04
,BASEMENT2:B1XCORRIDOR SINGLE DUCT VAV NO REHEAT ADU,BASEMENT2:B1XCORRIDOR,0.44,0.00,14.00,50.00,0.00,6288.62
,BASEMENT2:B1XEQUIPMENTROOM SINGLE DUCT VAV NO REHEAT ADU,BASEMENT2:B1XEQUIPMENTROOM,0.09,0.00,14.00,50.00,0.00,1138.93
,BASEMENT2:B1XGYM SINGLE DUCT VAV NO REHEAT ADU,BASEMENT2:B1XGYM,0.12,0.13,14.00,50.00,0.00,6126.02
,BASEMENT2:B1XSHOP SINGLE DUCT VAV NO REHEAT ADU,BASEMENT2:B1XSHOP,0.13,0.34,14.00,50.00,0.00,8508.11
,BASEMENT2:B1XCANTEEN SINGLE DUCT VAV NO REHEAT ADU,BASEMENT2:B1XCANTEEN,0.43,1.89,14.00,50.00,0.00,25325.24
,1FXEXHIBITION:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,1FXEXHIBITION:ZONE1,0.15,0.62,14.00,50.00,0.00,9373.48
,1FXRECEPTION:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,1FXRECEPTION:ZONE1,0.09,0.11,14.00,50.00,0.00,3253.93
,1FXACCEEORYROOM:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,1FXACCEEORYROOM:ZONE1,0.07,0.02,14.00,50.00,0.00,1784.93
,1FXHALL:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,1FXHALL:ZONE1,0.41,0.51,14.00,50.00,0.00,13866.80
,1FXLECTUREHALL:ZONE2 SINGLE DUCT VAV NO REHEAT ADU,1FXLECTUREHALL:ZONE2,0.15,0.41,14.00,50.00,0.00,5469.40
,1FXLECTUREXRESTROOM:LECTURE SINGLE DUCT VAV NO REHEAT ADU,1FXLECTUREXRESTROOM:LECTURE,0.07,0.18,14.00,50.00,0.00,2251.55
,1FXACCESSORYROOM:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,1FXACCESSORYROOM:ZONE1,0.07,0.02,14.00,50.00,0.00,1818.70
,1FXOFFICE:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,1FXOFFICE:ZONE1,0.18,0.44,14.00,50.00,0.00,13890.51
,1FXSERVICEROOM:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,1FXSERVICEROOM:ZONE1,0.05,0.00,14.00,50.00,0.00,1072.06
,2FXLAB:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,2FXLAB:ZONE1,0.05,0.11,14.00,50.00,0.00,4164.75
,2FXLABXRESTROOM:LAB SINGLE DUCT VAV NO REHEAT ADU,2FXLABXRESTROOM:LAB,0.05,0.11,14.00,50.00,0.00,3427.47
,2FXOFFICEXLAB:OFFICE SINGLE DUCT VAV NO REHEAT ADU,2FXOFFICEXLAB:OFFICE,0.08,0.20,14.00,50.00,0.00,9294.03
,2FXOFFICEXLAB:LAB SINGLE DUCT VAV NO REHEAT ADU,2FXOFFICEXLAB:LAB,0.04,0.08,14.00,50.00,0.00,3052.78
,2FXMEETINGROOM:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,2FXMEETINGROOM:ZONE1,0.07,0.55,14.00,50.00,0.00,7308.20
,2FXOFFICEXAC:OFFICE SINGLE DUCT VAV NO REHEAT ADU,2FXOFFICEXAC:OFFICE,0.17,0.41,14.00,50.00,0.00,11965.61
,2FXLABXRESTROOM1:LAB SINGLE DUCT VAV NO REHEAT ADU,2FXLABXRESTROOM1:LAB,0.08,0.16,14.00,50.00,0.00,4271.27
,2FXLAB1:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,2FXLAB1:ZONE1,0.07,0.16,14.00,50.00,0.00,5387.23
,2FXOFFICEXLABQ1:OFFICE SINGLE DUCT VAV NO REHEAT ADU,2FXOFFICEXLABQ1:OFFICE,0.11,0.28,14.00,50.00,0.00,9618.52
,2FXOFFICEXLABQ1:LAB SINGLE DUCT VAV NO REHEAT ADU,2FXOFFICEXLABQ1:LAB,0.06,0.12,14.00,50.00,0.00,3364.22
,2FXMEETINGROOM1:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,2FXMEETINGROOM1:ZONE1,0.07,0.55,14.00,50.00,0.00,7192.84
,2FXFFCXC1XDYLGHT:OFFICE SINGLE DUCT VAV NO REHEAT ADU,2FXFFCXC1XDYLGHT:OFFICE,0.17,0.41,14.00,50.00,0.00,13079.55
,3FXLAB:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,3FXLAB:ZONE1,0.05,0.11,14.00,50.00,0.00,4037.63
,3FXLABXRESTROOM:LAB SINGLE DUCT VAV NO REHEAT ADU,3FXLABXRESTROOM:LAB,0.05,0.11,14.00,50.00,0.00,3182.58
,3FXMEETINGROOM:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,3FXMEETINGROOM:ZONE1,0.07,0.55,14.00,50.00,0.00,7455.91
,3FXOFFICEXLAB1:OFFICE SINGLE DUCT VAV NO REHEAT ADU,3FXOFFICEXLAB1:OFFICE,0.07,0.17,14.00,50.00,0.00,5455.26
,3FXOFFICEXLAB1:LAB SINGLE DUCT VAV NO REHEAT ADU,3FXOFFICEXLAB1:LAB,0.04,0.08,14.00,50.00,0.00,2325.05
,3FXOFFICEXLAB:OFFICE SINGLE DUCT VAV NO REHEAT ADU,3FXOFFICEXLAB:OFFICE,0.13,0.33,14.00,50.00,0.00,10150.07
,3FXOFFICEXLAB:LAB SINGLE DUCT VAV NO REHEAT ADU,3FXOFFICEXLAB:LAB,0.08,0.17,14.00,50.00,0.00,4933.80
,3FXLABXRESTROOM1:LAB SINGLE DUCT VAV NO REHEAT ADU,3FXLABXRESTROOM1:LAB,0.10,0.22,14.00,50.00,0.00,6044.76
,3FXLAB1:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,3FXLAB1:ZONE1,0.10,0.21,14.00,50.00,0.00,7574.66
,3FXMEETINGROOM1:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,3FXMEETINGROOM1:ZONE1,0.07,0.55,14.00,50.00,0.00,7313.99
,3FXFFCXCXDYLGHTNG:OFFICE SINGLE DUCT VAV NO REHEAT ADU,3FXFFCXCXDYLGHTNG:OFFICE,0.16,0.40,14.00,50.00,0.00,12411.31
,3FXOFFICEXAC1:OFFICE SINGLE DUCT VAV NO REHEAT ADU,3FXOFFICEXAC1:OFFICE,0.16,0.40,14.00,50.00,0.00,11230.93
,4FXLAB:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,4FXLAB:ZONE1,0.07,0.14,14.00,50.00,0.00,4961.48
,4FXLABXRESTROOM:LAB SINGLE DUCT VAV NO REHEAT ADU,4FXLABXRESTROOM:LAB,0.07,0.14,14.00,50.00,0.00,3904.49
,4FXMEETINGROOM:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,4FXMEETINGROOM:ZONE1,0.06,0.46,14.00,50.00,0.00,6321.52
,4FXOFFICEXLAB:OFFICE SINGLE DUCT VAV NO REHEAT ADU,4FXOFFICEXLAB:OFFICE,0.15,0.38,14.00,50.00,0.00,14299.33
,4FXOFFICEXLAB:LAB SINGLE DUCT VAV NO REHEAT ADU,4FXOFFICEXLAB:LAB,0.07,0.15,14.00,50.00,0.00,4927.10
,4FXOFFICEXLAB1:OFFICE SINGLE DUCT VAV NO REHEAT ADU,4FXOFFICEXLAB1:OFFICE,0.15,0.37,14.00,50.00,0.00,12361.42
,4FXOFFICEXLAB1:LAB SINGLE DUCT VAV NO REHEAT ADU,4FXOFFICEXLAB1:LAB,0.07,0.15,14.00,50.00,0.00,4570.56
,4FXLABXRESTROOMQ1:LAB SINGLE DUCT VAV NO REHEAT ADU,4FXLABXRESTROOMQ1:LAB,0.08,0.16,14.00,50.00,0.00,4293.41
,4FXLAB1:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,4FXLAB1:ZONE1,0.10,0.20,14.00,50.00,0.00,7428.48
,4FXMEETINGROOM1:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,4FXMEETINGROOM1:ZONE1,0.06,0.46,14.00,50.00,0.00,6237.10
,4FXFFCXCXDYLGHTNG:OFFICE SINGLE DUCT VAV NO REHEAT ADU,4FXFFCXCXDYLGHTNG:OFFICE,0.18,0.44,14.00,50.00,0.00,12459.52
,4FXOFFICEXAC1:OFFICE SINGLE DUCT VAV NO REHEAT ADU,4FXOFFICEXAC1:OFFICE,0.18,0.44,14.00,50.00,0.00,12125.44
,5FXOFFICEXAC:OFFICE SINGLE DUCT VAV NO REHEAT ADU,5FXOFFICEXAC:OFFICE,0.17,0.41,14.00,50.00,0.00,11815.04
,5FXFFCXC1XDYLGHTNG:OFFICE SINGLE DUCT VAV NO REHEAT ADU,5FXFFCXC1XDYLGHTNG:OFFICE,0.17,0.41,14.00,50.00,0.00,11918.44
,5FXOFFICEXLAB:OFFICE SINGLE DUCT VAV NO REHEAT ADU,5FXOFFICEXLAB:OFFICE,0.10,0.25,14.00,50.00,0.00,8221.29
,5FXOFFICEXLAB:LAB SINGLE DUCT VAV NO REHEAT ADU,5FXOFFICEXLAB:LAB,0.05,0.10,14.00,50.00,0.00,3146.37
,5FXOFFICEXLABQ1:OFFICE SINGLE DUCT VAV NO REHEAT ADU,5FXOFFICEXLABQ1:OFFICE,0.10,0.25,14.00,50.00,0.00,8775.04
,5FXOFFICEXLABQ1:LAB SINGLE DUCT VAV NO REHEAT ADU,5FXOFFICEXLABQ1:LAB,0.05,0.10,14.00,50.00,0.00,3173.47
,5FXLABXRESTROOM:LAB SINGLE DUCT VAV NO REHEAT ADU,5FXLABXRESTROOM:LAB,0.07,0.14,14.00,50.00,0.00,4127.80
,5FXLAB:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,5FXLAB:ZONE1,0.11,0.22,14.00,50.00,0.00,8765.09
,5FXMEETINGROOM:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,5FXMEETINGROOM:ZONE1,0.07,0.55,14.00,50.00,0.00,7572.49
,5FXMEETINGROOM1:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,5FXMEETINGROOM1:ZONE1,0.07,0.55,14.00,50.00,0.00,7617.94
,5FXLAB1:ZONE1 SINGLE DUCT VAV NO REHEAT ADU,5FXLAB1:ZONE1,0.07,0.14,14.00,50.00,0.00,5093.32
,5FXLABXRESTROOM1:LAB SINGLE DUCT VAV NO REHEAT ADU,5FXLABXRESTROOM1:LAB,0.07,0.14,14.00,50.00,0.00,4060.04


Air Heat Recovery

,,Name,Input object type,Plate/Rotary,Sensible Effectiveness at 100% Heating Air Flow,Sensible Effectiveness at 100% Cooling Air Flow,Latent Effectiveness at 100% Heating Air Flow,Latent Effectiveness at 100% Cooling Air Flow,Exhaust Airflow [kg/s],Outdoor Airflow [kg/s]
,AIR LOOP 2 AHU HEAT RECOVERY DEVICE,AIR LOOP 2 AHU HEAT RECOVERY DEVICE,Generic,Rotary,0.70,0.70,0.70,0.70,0.00,0.00
,AIR LOOP AHU HEAT RECOVERY DEVICE,AIR LOOP AHU HEAT RECOVERY DEVICE,Generic,Rotary,0.70,0.70,0.70,0.70,0.00,0.00
,AIR LOOP 3 AHU HEAT RECOVERY DEVICE,AIR LOOP 3 AHU HEAT RECOVERY DEVICE,Generic,Rotary,0.70,0.70,0.70,0.70,0.00,0.00
,AIR LOOP 4 AHU HEAT RECOVERY DEVICE,AIR LOOP 4 AHU HEAT RECOVERY DEVICE,Generic,Rotary,0.70,0.70,0.70,0.70,0.00,0.00
,AIR LOOP 5 AHU HEAT RECOVERY DEVICE,AIR LOOP 5 AHU HEAT RECOVERY DEVICE,Generic,Rotary,0.70,0.70,0.70,0.70,0.00,0.00
,AIR LOOP 6 AHU HEAT RECOVERY DEVICE,AIR LOOP 6 AHU HEAT RECOVERY DEVICE,Generic,Rotary,0.70,0.70,0.70,0.70,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,HVAC Sizing Summary
FOR:,Entire Facility
Space Sensible Cooling

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,None,,,,,,,,,,,,,,
The Design Load is the space sensible load only. It does not include any system effects or ventilation loads.


Zone Sensible Cooling

,,Calculated Design Load [W],User Design Load [W],User Design Load per Area [W/m2],Calculated Design Air Flow [m3/s],User Design Air Flow [m3/s],Design Day Name,Date/Time Of Peak {TIMESTAMP},Thermostat Setpoint Temperature at Peak Load [C],Indoor Temperature at Peak Load [C],Indoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Outdoor Temperature at Peak Load [C],Outdoor Humidity Ratio at Peak Load [kgWater/kgDryAir],Minimum Outdoor Air Flow Rate [m3/s],Heat Gain Rate from DOAS [W]
,BASEMENT2:B1XCORE,1635.73,1881.09,7.92,0.133,0.153,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01892,30.25,0.01958,0.074,0.00
,BASEMENT2:B1XGYM,5326.97,6126.02,40.25,0.433,0.498,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01449,30.25,0.01958,0.125,-14.98
,BASEMENT2:B1XSHOP,7398.36,8508.11,49.40,0.602,0.692,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01346,30.25,0.01958,0.344,-41.15
,BASEMENT2:B1XCANTEEN,22021.95,25325.24,44.92,1.793,2.062,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 13:00:00,24.00,23.99,0.01416,32.91,0.01959,1.889,-214.86
,1FXEXHIBITION:ZONE1,8150.86,9373.48,47.04,0.663,0.763,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:30:00,24.00,24.00,0.01070,31.66,0.01836,0.621,0.00
,1FXRECEPTION:ZONE1,2829.51,3253.93,27.54,0.230,0.265,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 15:00:00,24.00,24.00,0.01069,32.80,0.01836,0.112,0.00
,1FXACCEEORYROOM:ZONE1,1552.11,1784.93,20.52,0.126,0.145,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01244,30.25,0.01958,0.021,0.00
,1FXHALL:ZONE1,12058.09,13866.80,25.93,0.981,1.128,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 17:00:00,24.00,24.00,0.01086,31.96,0.01836,0.509,0.00
,1FXLECTUREHALL:ZONE2,4756.00,5469.40,27.45,0.387,0.445,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 16:00:00,24.00,24.00,0.01183,32.85,0.01959,0.411,0.00
,1FXLECTUREXRESTROOM:LECTURE,1957.87,2251.55,25.21,0.159,0.184,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 16:00:00,24.00,24.00,0.01205,32.85,0.01959,0.184,0.00
,1FXACCESSORYROOM:ZONE1,1581.48,1818.70,20.91,0.129,0.148,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 20:00:00,24.00,24.00,0.01242,30.25,0.01958,0.021,0.00
,1FXOFFICE:ZONE1,12078.70,13890.51,59.50,0.983,1.130,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 10:00:00,24.00,24.00,0.01007,30.96,0.01958,0.441,0.00
,2FXLAB:ZONE1,3621.52,4164.75,59.87,0.295,0.339,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 17:30:00,24.00,24.00,0.00987,32.08,0.01958,0.112,0.00
,2FXLABXRESTROOM:LAB,2980.41,3427.47,48.00,0.242,0.279,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.01007,31.78,0.01958,0.115,0.00
,2FXOFFICEXLAB:OFFICE,8081.77,9294.03,87.40,0.658,0.756,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) SEP,9/15 16:30:00,24.00,24.00,0.01066,32.20,0.01836,0.201,0.00
,2FXOFFICEXLAB:LAB,2654.59,3052.78,63.98,0.216,0.248,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 18:00:00,24.00,24.00,0.01124,31.78,0.01958,0.077,0.00
,2FXMEETINGROOM:ZONE1,6354.96,7308.20,84.01,0.517,0.595,SUMMER DESIGN DAY IN GREEN STUDIO (01-01:31-12) JUN,6/15 14:30:00,24.00,24.00,0.01068,33.20,0.01959,0.550,0.00
